순위	player	team	avg	g	pa	ab	r	h	2b	3b	hr	tb	rbi	sac	sf	year	position	bb	ibb	hbp	so	gdp	slg	obp	ops	mh	risp	ph-ba	xbh	go	ao	go/ao	gw/rbi	bb/k	p/pa	isop	xr	gpa	pk
45	황진수	롯데	0.291	60	133	117	18	34	6	2	1	47	16	2	1	2017	infielder	10	0	3	38	2	0.402	0.359	0.761	6	0.273	0.333	9	28	18	1.56	0	0.26	3.86	0.111	17.4	0.262	2017_황진수
46	조동찬	삼성	0.289	122	393	353	35	102	23	0	10	155	46	4	4	2017	infielder	22	0	10	72	8	0.439	0.344	0.783	26	0.227	0.25	33	87	96	0.91	7	0.31	3.9	0.15	52.4	0.265	2017_조동찬
47	김동욱	KT	0.287	83	223	209	28	60	9	0	4	81	24	0	5	2017	infielder	6	0	3	44	7	0.388	0.309	0.697	11	0.274	0.25	13	58	52	1.12	1	0.14	3.6	0.1	24.5	0.236	2017_김동욱
48	심우준	KT	0.287	103	303	286	38	82	15	2	4	113	26	4	1	2017	infielder	8	0	4	58	4	0.395	0.314	0.709	17	0.333	0	21	68	79	0.86	2	0.14	3.59	0.108	35.1	0.24	2017_심우준
49	노진혁	NC	0.286	4	7	7	2	2	1	0	0	3	0	0	0	2017	infielder	0	0	0	1	0	0.429	0.286	0.715	1	0	0	1	2	2	1	0	0	2.86	0.143	0.8	0.236	2017_노진혁
50	하주석	한화	0.285	111	470	432	69	123	18	8	11	190	52	9	1	2017	infielder	23	0	5	83	6	0.44	0.328	0.768	34	0.313	0.333	37	145	82	1.77	6	0.28	3.49	0.155	59	0.258	2017_하주석
51	오태곤	KT	0.283	135	410	374	53	106	29	1	9	164	42	8	6	2017	infielder	16	0	6	93	7	0.439	0.318	0.757	24	0.229	0.25	39	89	92	0.97	4	0.17	3.58	0.155	50.8	0.253	2017_오태곤
52	서동욱	KIA	0.282	125	366	319	49	90	21	1	7	134	48	8	3	2017	infielder	33	0	3	86	5	0.42	0.352	0.772	23	0.316	0.192	29	68	78	0.87	3	0.38	3.8	0.138	47.1	0.263	2017_서동욱
53	김민성	넥센	0.282	133	530	472	59	133	26	1	15	206	78	0	8	2017	infielder	43	2	7	93	15	0.436	0.345	0.781	38	0.288	0	42	104	150	0.69	9	0.46	4.18	0.155	69.5	0.264	2017_김민성
54	이승엽	삼성	0.28	135	533	472	65	132	30	5	24	244	87	0	8	2017	infielder	47	6	6	85	7	0.517	0.347	0.864	40	0.244	0.167	59	107	156	0.69	9	0.55	3.92	0.237	84.3	0.285	2017_이승엽
55	손주인	LG	0.279	115	334	294	48	82	13	0	5	110	33	9	6	2017	infielder	20	0	5	41	10	0.374	0.329	0.703	21	0.274	0.222	18	70	107	0.65	2	0.49	3.67	0.095	37.3	0.242	2017_손주인
56	로니	LG	0.278	23	93	79	7	22	5	0	3	36	12	0	2	2017	infielder	11	1	1	14	1	0.456	0.366	0.822	6	0.227	0	8	17	28	0.61	2	0.79	4.35	0.177	14	0.279	2017_로니
57	히메네스	LG	0.276	51	198	181	29	50	6	1	7	79	30	0	1	2017	infielder	13	0	3	19	8	0.436	0.333	0.769	15	0.327	0	14	42	71	0.59	3	0.68	3.58	0.16	22.9	0.259	2017_히메네스
58	이대수	SK	0.276	58	124	105	18	29	5	1	0	36	4	7	0	2017	infielder	10	0	2	20	1	0.343	0.35	0.693	9	0.19	0	6	26	30	0.87	0	0.5	3.86	0.067	13.7	0.243	2017_이대수
59	김정혁	삼성	0.274	31	91	84	15	23	5	0	0	28	13	0	1	2017	infielder	4	0	2	18	1	0.333	0.319	0.652	5	0.526	0	5	23	21	1.1	2	0.22	3.45	0.06	9.2	0.227	2017_김정혁
60	송성문	넥센	0.273	38	90	77	11	21	0	1	1	26	8	1	1	2017	infielder	10	0	1	16	0	0.338	0.36	0.698	5	0.375	0.5	2	21	20	1.05	0	0.63	3.96	0.065	10.6	0.247	2017_송성문
61	오지환	LG	0.272	107	390	334	47	91	13	4	8	136	39	1	5	2017	infielder	45	2	5	105	8	0.407	0.362	0.769	24	0.256	0	25	80	63	1.27	10	0.43	4.19	0.135	51.3	0.265	2017_오지환
62	이범호	KIA	0.272	115	447	382	57	104	14	0	25	193	89	0	6	2017	infielder	52	3	7	81	9	0.505	0.365	0.87	30	0.317	0.429	39	86	117	0.74	4	0.64	3.94	0.233	71.6	0.291	2017_이범호
63	김성현	SK	0.271	130	429	380	45	103	14	0	4	129	29	7	3	2017	infielder	34	1	4	28	8	0.339	0.335	0.674	24	0.217	0.375	18	133	119	1.12	4	1.21	3.57	0.068	44.5	0.236	2017_김성현
64	문규현	롯데	0.27	110	337	304	38	82	15	2	6	119	42	18	3	2017	infielder	10	1	2	42	10	0.391	0.295	0.686	16	0.242	0	23	103	80	1.29	9	0.24	3.5	0.122	32.9	0.231	2017_문규현
65	장영석	넥센	0.269	60	212	186	30	50	14	0	12	100	38	0	0	2017	infielder	17	0	9	50	4	0.538	0.358	0.896	12	0.288	0.5	26	46	40	1.15	3	0.34	4.26	0.269	34.1	0.296	2017_장영석
66	이원석	삼성	0.265	121	459	411	55	109	20	1	18	185	62	4	6	2017	infielder	34	2	4	80	4	0.45	0.323	0.773	27	0.262	0	39	99	129	0.77	2	0.43	3.97	0.185	62.5	0.258	2017_이원석
68	김상수	삼성	0.264	42	154	144	17	38	7	0	3	54	13	3	1	2017	infielder	5	0	1	26	4	0.375	0.291	0.666	8	0.231	0.333	10	51	30	1.7	0	0.19	3.84	0.111	14.5	0.225	2017_김상수
69	양석환	LG	0.263	132	496	445	62	117	27	3	14	192	83	2	5	2017	infielder	38	2	6	93	13	0.431	0.326	0.757	31	0.336	0.167	44	77	163	0.47	6	0.41	4.04	0.169	59.2	0.254	2017_양석환
70	박경수	KT	0.262	131	511	442	62	116	27	1	15	190	66	3	3	2017	infielder	57	4	6	118	14	0.43	0.352	0.782	30	0.291	0.5	43	89	122	0.73	3	0.48	4.41	0.167	64.6	0.266	2017_박경수
71	서예일	두산	0.261	22	25	23	5	6	2	0	0	8	2	1	0	2017	infielder	1	0	0	6	1	0.348	0.292	0.64	1	0.333	0	2	8	3	2.67	1	0.17	3.84	0.087	1.9	0.218	2017_서예일
72	류지혁	두산	0.259	125	330	297	60	77	13	4	3	107	26	8	0	2017	infielder	21	0	4	55	2	0.36	0.317	0.677	20	0.225	0	20	90	75	1.2	0	0.38	3.56	0.101	33.8	0.233	2017_류지혁
73	허경민	두산	0.257	130	422	369	50	95	22	1	3	128	40	12	2	2017	infielder	29	0	10	48	15	0.347	0.327	0.674	18	0.239	0	26	121	107	1.13	4	0.6	3.68	0.089	39.7	0.234	2017_허경민
74	박정권	SK	0.256	118	345	305	37	78	14	1	16	142	51	0	5	2017	infielder	30	0	5	78	4	0.466	0.328	0.794	18	0.268	0.176	31	68	86	0.79	2	0.38	4.1	0.21	48.7	0.264	2017_박정권
75	김웅빈	넥센	0.252	67	142	135	18	34	8	0	3	51	19	0	0	2017	infielder	6	0	1	33	3	0.378	0.289	0.667	8	0.282	0.179	11	29	39	0.74	2	0.18	3.43	0.126	13.5	0.225	2017_김웅빈
76	강승호	LG	0.25	85	268	248	42	62	14	2	5	95	31	3	7	2017	infielder	7	0	3	67	5	0.383	0.272	0.655	15	0.242	0.333	21	60	66	0.91	2	0.1	3.65	0.133	26.6	0.218	2017_강승호
76	임익준	한화	0.25	30	47	36	7	9	1	0	0	10	2	4	0	2017	infielder	7	0	0	8	2	0.278	0.372	0.65	2	0.167	0	1	13	6	2.17	0	0.88	3.72	0.028	4.2	0.237	2017_임익준
76	남태혁	KT	0.25	31	68	60	8	15	1	0	2	22	11	0	1	2017	infielder	6	0	1	20	0	0.367	0.324	0.691	2	0.333	0.111	3	12	14	0.86	1	0.3	4.32	0.117	8.1	0.238	2017_남태혁
79	정훈	롯데	0.248	68	136	109	16	27	8	2	1	42	6	3	1	2017	infielder	18	0	5	28	4	0.385	0.376	0.761	4	0.08	0.261	11	25	30	0.83	0	0.64	4.28	0.138	16.7	0.265	2017_정훈
80	박석민	NC	0.245	101	382	319	43	78	15	0	14	135	56	0	0	2017	infielder	50	0	13	92	17	0.423	0.369	0.792	19	0.253	0	29	81	68	1.19	2	0.54	4.42	0.179	47.7	0.272	2017_박석민
81	로맥	SK	0.242	102	416	359	58	87	19	0	31	199	64	0	1	2017	infielder	50	2	6	116	6	0.554	0.344	0.898	21	0.215	0.25	50	45	112	0.4	7	0.43	4.2	0.312	68.3	0.293	2017_로맥
82	지석훈	NC	0.239	121	304	268	29	64	16	0	6	98	24	2	2	2017	infielder	22	0	10	67	8	0.366	0.318	0.684	13	0.197	0.25	22	68	71	0.96	3	0.33	3.79	0.127	31.2	0.235	2017_지석훈
83	박기혁	KT	0.238	97	263	235	22	56	11	1	2	75	18	7	3	2017	infielder	16	0	2	51	9	0.319	0.289	0.608	11	0.194	0	14	83	48	1.73	2	0.31	3.78	0.081	20.5	0.21	2017_박기혁
84	신본기	롯데	0.237	128	381	325	49	77	11	0	5	103	47	13	5	2017	infielder	25	1	13	76	8	0.317	0.313	0.63	19	0.283	0	16	110	67	1.64	6	0.33	3.72	0.08	35.2	0.22	2017_신본기
85	고장혁	KIA	0.237	67	40	38	13	9	3	0	0	12	3	1	1	2017	infielder	0	0	0	9	1	0.316	0.231	0.547	1	0.091	0	3	12	9	1.33	0	0	3.55	0.079	2.2	0.183	2017_고장혁
86	오재원	두산	0.237	127	390	334	43	79	16	1	7	118	40	4	3	2017	infielder	47	1	2	85	5	0.353	0.332	0.685	15	0.215	0.3	24	92	81	1.14	4	0.55	4.07	0.117	41.5	0.238	2017_오재원
87	김동한	롯데	0.236	81	205	178	26	42	19	0	3	70	14	13	0	2017	infielder	14	0	0	25	2	0.393	0.292	0.685	10	0.14	0.2	22	57	54	1.06	3	0.56	3.44	0.157	19.9	0.23	2017_김동한
88	정경운	한화	0.236	46	121	106	8	25	2	1	1	32	7	4	2	2017	infielder	9	0	0	24	2	0.302	0.291	0.593	6	0.154	0	4	31	28	1.11	0	0.38	3.48	0.066	10.5	0.206	2017_정경운
89	김회성	한화	0.235	54	103	85	10	20	4	0	3	33	13	1	2	2017	infielder	13	0	2	24	3	0.388	0.343	0.731	2	0.217	0.308	7	18	25	0.72	1	0.54	3.99	0.153	12.4	0.251	2017_김회성
90	김지성	KIA	0.234	37	49	47	6	11	3	0	2	20	4	0	0	2017	infielder	1	0	1	14	1	0.426	0.265	0.691	2	0.1	0.375	5	11	11	1	0	0.07	3.86	0.191	5.2	0.226	2017_김지성
91	최승준	SK	0.233	31	98	90	11	21	4	0	6	43	16	0	0	2017	infielder	7	0	1	34	3	0.478	0.296	0.774	4	0.211	0.25	10	16	19	0.84	1	0.21	3.78	0.244	12.1	0.253	2017_최승준
91	유민상	KT	0.233	15	33	30	4	7	1	0	1	11	2	0	0	2017	infielder	2	0	1	8	1	0.367	0.303	0.67	0	0.222	0	2	11	4	2.75	0	0.25	4.33	0.133	3.4	0.228	2017_유민상
93	최재원	LG	0.232	69	159	142	20	33	4	1	1	42	12	3	3	2017	infielder	8	0	3	34	2	0.296	0.282	0.578	9	0.29	0.375	6	48	30	1.6	0	0.24	3.92	0.063	12.6	0.201	2017_최재원
94	김상호	롯데	0.228	80	114	101	7	23	3	1	0	28	7	0	0	2017	infielder	11	1	2	22	4	0.277	0.316	0.593	4	0.214	0.269	4	34	22	1.55	1	0.5	3.94	0.05	7.4	0.211	2017_김상호
95	조평호	NC	0.227	29	52	44	4	10	3	0	1	16	4	1	0	2017	infielder	6	0	1	13	2	0.364	0.333	0.697	0	0.231	0.667	4	11	10	1.1	0	0.46	3.96	0.136	4.8	0.241	2017_조평호
96	최원제	삼성	0.222	11	18	18	3	4	3	0	0	7	3	0	0	2017	infielder	0	0	0	6	1	0.389	0.222	0.611	0	0.143	0.286	3	3	5	0.6	0	0	4.44	0.167	1	0.197	2017_최원제
97	최윤석	한화	0.219	21	33	32	3	7	0	0	0	7	2	1	0	2017	infielder	0	0	0	6	0	0.219	0.219	0.438	2	0.25	0.333	0	10	9	1.11	0	0	4.12	0	1.2	0.153	2017_최윤석
98	백승현	LG	0.217	9	30	23	2	5	1	0	0	6	1	1	0	2017	infielder	5	0	1	6	0	0.261	0.379	0.64	0	0	0	1	7	5	1.4	0	0.83	3.83	0.043	2.8	0.236	2017_백승현
99	정병곤	삼성	0.216	74	82	74	16	16	0	0	2	22	7	2	0	2017	infielder	4	0	2	21	3	0.297	0.275	0.572	1	0.158	0.5	2	18	19	0.95	1	0.19	3.68	0.081	5.3	0.198	2017_정병곤
100	강경학	한화	0.214	59	93	84	17	18	2	1	0	22	4	0	0	2017	infielder	8	0	1	19	1	0.262	0.29	0.552	3	0.167	0.083	3	30	17	1.76	0	0.42	3.78	0.048	6.4	0.196	2017_강경학
101	황목치승	LG	0.207	45	34	29	14	6	0	0	0	6	3	2	1	2017	infielder	1	0	1	6	0	0.207	0.25	0.457	1	0	0.5	0	10	8	1.25	0	0.17	3.59	0	2.4	0.164	2017_황목치승
102	박승욱	SK	0.203	73	184	158	25	32	3	2	3	48	11	5	1	2017	infielder	16	0	4	57	1	0.304	0.291	0.595	6	0.098	0.5	8	42	28	1.5	2	0.28	3.97	0.101	14.5	0.207	2017_박승욱
103	김대우	롯데	0.2	12	22	20	1	4	2	0	0	6	4	1	0	2017	infielder	1	0	0	10	0	0.3	0.238	0.538	0	0.4	0.143	2	4	2	2	0	0.1	4.09	0.1	1.3	0.182	2017_김대우
103	최영진	삼성	0.2	14	22	20	4	4	0	2	1	11	4	1	0	2017	infielder	1	0	0	4	0	0.55	0.238	0.788	0	0.25	0.333	3	7	5	1.4	0	0.25	3.14	0.35	3.1	0.245	2017_최영진
105	도태훈	NC	0.191	32	51	47	3	9	1	0	1	13	4	0	0	2017	infielder	4	0	0	7	2	0.277	0.255	0.532	2	0.2	0.2	2	17	14	1.21	0	0.57	4	0.085	2.8	0.184	2017_도태훈
106	김민혁	두산	0.19	18	21	21	1	4	2	0	0	6	2	0	0	2017	infielder	0	0	0	6	1	0.286	0.19	0.476	1	0.286	0.182	2	4	7	0.57	0	0	3.81	0.095	0.5	0.157	2017_김민혁
107	김혜성	넥센	0.188	16	17	16	1	3	2	0	0	5	2	0	0	2017	infielder	1	0	0	6	0	0.313	0.235	0.548	0	1	0	2	3	4	0.75	0	0.17	3.94	0.125	1.1	0.184	2017_김혜성
109	김지수	넥센	0.171	64	40	35	7	6	0	0	1	9	5	1	2	2017	infielder	2	0	0	8	0	0.257	0.205	0.462	0	0.083	0	1	9	14	0.64	0	0.25	4.3	0.086	2.4	0.157	2017_김지수
110	김주형	KIA	0.17	57	116	106	11	18	5	0	0	23	10	0	1	2017	infielder	8	0	1	13	5	0.217	0.233	0.45	1	0.231	0.222	5	34	42	0.81	0	0.62	3.73	0.047	3.7	0.159	2017_김주형
111	김연훈	KT	0.167	19	26	24	1	4	2	0	0	6	3	1	1	2017	infielder	0	0	0	3	0	0.25	0.16	0.41	1	0	0.5	2	6	12	0.5	0	0	3.81	0.083	1	0.135	2017_김연훈
111	안치영	KT	0.167	21	22	18	4	3	1	0	0	4	0	2	0	2017	infielder	1	0	1	6	0	0.222	0.25	0.472	0	0	0	1	4	5	0.8	0	0.17	3.5	0.056	0.6	0.168	2017_안치영
113	모넬	KT	0.165	28	105	85	10	14	4	0	2	24	9	0	2	2017	infielder	17	1	1	28	2	0.282	0.305	0.587	0	0.25	0	6	22	23	0.96	2	0.61	4.33	0.118	9.2	0.208	2017_모넬
114	신성현	두산	0.164	34	72	67	5	11	2	1	1	18	7	1	1	2017	infielder	2	0	1	21	2	0.269	0.197	0.466	2	0.231	0.2	4	14	22	0.64	0	0.1	3.89	0.104	3.1	0.156	2017_신성현
115	김대륙	롯데	0.151	50	58	53	4	8	2	0	0	10	2	1	0	2017	infielder	2	0	2	17	0	0.189	0.211	0.4	0	0.125	0	2	8	20	0.4	0	0.12	4	0.038	1.7	0.142	2017_김대륙
116	조영훈	NC	0.15	16	46	40	1	6	2	0	1	11	3	1	0	2017	infielder	5	0	0	11	2	0.275	0.244	0.519	1	0.083	0	3	10	13	0.77	0	0.45	3.8	0.125	2.2	0.179	2017_조영훈
117	황윤호	NC	0.133	36	17	15	8	2	0	1	0	4	0	0	0	2017	infielder	1	0	1	4	0	0.267	0.235	0.502	0	0	0	1	6	3	2	0	0.25	3.12	0.133	1	0.173	2017_황윤호
118	백상원	삼성	0.13	28	51	46	4	6	0	0	0	6	2	1	1	2017	infielder	3	0	0	11	0	0.13	0.18	0.31	1	0.333	0.4	0	16	14	1.14	0	0.27	4.24	0	0.7	0.114	2017_백상원
119	이성규	삼성	0.118	15	20	17	4	2	0	0	0	2	0	1	0	2017	infielder	1	0	1	9	0	0.118	0.211	0.329	0	0	0	0	1	5	0.2	0	0.11	3.85	0	0.3	0.124	2017_이성규
120	워스	SK	0.111	3	11	9	0	1	0	0	0	1	0	0	0	2017	infielder	2	0	0	2	1	0.111	0.273	0.384	0	0	0	0	3	3	1	0	1	4.64	0	0.1	0.151	2017_워스
121	서상우	LG	0.077	10	17	13	4	1	0	0	1	4	2	0	0	2017	infielder	3	1	1	8	0	0.308	0.294	0.602	0	0	0	1	2	2	1	1	0.38	4.18	0.231	1.7	0.209	2017_서상우
122	김태연	한화	0.048	12	22	21	1	1	0	0	1	4	2	0	0	2017	infielder	1	0	0	11	0	0.19	0.091	0.281	0	0	0	1	4	5	0.8	0	0.09	4.45	0.143	-0.1	0.088	2017_김태연
123	황경태	두산	-	2	0	0	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2017_황경태
123	김찬형	NC	-	2	0	0	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2017_김찬형
123	유영준	NC	0	2	1	1	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0	2017_유영준
123	장준원	LG	0	8	5	5	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	4.2	0	-0.5	0	2017_장준원
123	정주현	LG	0	15	9	8	2	0	0	0	0	0	0	1	0	2017	infielder	0	0	0	4	0	0	0	0	0	0	0	0	2	2	1	0	0	3.44	0	-0.5	0	2017_정주현
123	이인행	KIA	0	3	3	3	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3.67	0	-0.3	0	2017_이인행
123	최병연	KIA	0	3	2	2	1	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	4.5	0	-0.2	0	2017_최병연
123	홍재호	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2017_홍재호
123	박성한	SK	0	2	4	4	0	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3.25	0	-0.4	0	2017_박성한
123	이창열	한화	0	3	1	1	1	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	1	0	-0.1	0	2017_이창열
123	성의준	삼성	0	11	8	6	0	0	0	0	0	0	0	1	0	2017	infielder	1	0	0	2	1	0	0.143	0.143	0	0	0	0	2	2	1	0	0.5	4.38	0	-0.5	0.064	2017_성의준
123	이재근	KT	0	6	4	4	1	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3.75	0	-0.4	0	2017_이재근
123	정주후	KT	0	7	2	2	1	0	0	0	0	0	0	0	0	2017	infielder	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	6	0	0	0	2017_정주후
2	박건우	두산	0.366	131	543	483	91	177	40	2	20	281	78	5	4	2017	outfielder	41	2	10	64	15	0.582	0.424	1.006	56	0.353	0.25	62	119	127	0.94	9	0.64	3.67	0.215	105.1	0.336	2017_박건우
3	오정복	KT	0.354	81	213	195	24	69	13	0	2	88	16	3	1	2017	outfielder	9	0	5	24	5	0.451	0.395	0.846	21	0.311	0.36	15	55	48	1.15	3	0.38	3.59	0.097	30.8	0.291	2017_오정복
4	나성범	NC	0.347	125	561	498	103	173	42	2	24	291	99	0	3	2017	outfielder	48	10	12	116	8	0.584	0.415	0.999	53	0.345	0	68	113	99	1.14	16	0.41	3.73	0.237	107.7	0.333	2017_나성범
5	박용택	LG	0.344	138	596	509	83	175	23	2	14	244	90	0	9	2017	outfielder	72	6	6	88	13	0.479	0.424	0.903	51	0.364	0	39	128	127	1.01	12	0.82	4.08	0.136	100.6	0.311	2017_박용택
6	최형우	KIA	0.342	142	629	514	98	176	36	3	26	296	120	0	8	2017	outfielder	96	8	11	82	15	0.576	0.45	1.026	54	0.368	0	65	110	154	0.71	13	1.17	3.99	0.233	123.7	0.347	2017_최형우
7	김재환	두산	0.34	144	636	544	110	185	34	2	35	328	115	0	4	2017	outfielder	81	10	7	123	8	0.603	0.429	1.032	56	0.342	0	71	104	136	0.76	15	0.66	3.94	0.263	128.6	0.344	2017_김재환
8	손아섭	롯데	0.335	144	667	576	113	193	35	4	20	296	80	1	3	2017	outfielder	83	8	4	96	7	0.514	0.42	0.934	56	0.29	0	59	175	115	1.52	6	0.86	4	0.179	119.3	0.318	2017_손아섭
9	이명기	KIA	0.332	115	512	464	79	154	24	4	9	213	63	14	3	2017	outfielder	28	0	3	57	2	0.459	0.371	0.83	49	0.383	0.429	37	163	93	1.75	9	0.49	3.73	0.127	75.2	0.282	2017_이명기
10	백창수	LG	0.327	52	122	101	15	33	9	0	4	54	18	3	2	2017	outfielder	12	0	4	18	4	0.535	0.412	0.947	6	0.4	0.316	13	19	33	0.58	2	0.67	4.01	0.208	21	0.319	2017_백창수
11	정의윤	SK	0.321	112	381	349	44	112	16	0	15	173	45	0	4	2017	outfielder	19	0	9	61	11	0.496	0.367	0.863	31	0.299	0.35	31	82	98	0.84	4	0.31	3.67	0.175	58.4	0.289	2017_정의윤
12	전준우	롯데	0.321	110	496	455	76	146	27	1	18	229	69	2	2	2017	outfielder	30	2	7	70	11	0.503	0.37	0.873	44	0.325	1	46	125	116	1.08	5	0.43	3.87	0.182	76.3	0.292	2017_전준우
13	안익훈	LG	0.32	108	248	219	38	70	5	0	1	78	15	5	2	2017	outfielder	18	0	4	28	3	0.356	0.379	0.735	20	0.326	0.364	6	78	45	1.73	2	0.64	4.06	0.037	30.6	0.26	2017_안익훈
14	버나디나	KIA	0.32	139	621	557	118	178	26	8	27	301	111	3	9	2017	outfielder	41	2	11	112	9	0.54	0.372	0.912	49	0.331	0	61	161	115	1.4	15	0.37	3.69	0.221	110.6	0.302	2017_버나디나
15	고종욱	넥센	0.312	123	453	426	70	133	24	8	8	197	54	0	2	2017	outfielder	22	2	3	92	11	0.462	0.349	0.811	32	0.288	0.133	40	114	89	1.28	5	0.24	3.91	0.15	63.1	0.273	2017_고종욱
16	김태완	넥센	0.311	46	100	90	14	28	5	0	4	45	7	0	0	2017	outfielder	9	0	1	24	2	0.5	0.38	0.88	7	0.125	0.286	9	17	21	0.81	0	0.38	3.87	0.189	15.7	0.296	2017_김태완
17	구자욱	삼성	0.31	144	647	564	108	175	39	10	21	297	107	0	10	2017	outfielder	63	1	10	138	1	0.527	0.383	0.91	48	0.352	0	70	107	154	0.69	5	0.46	4.06	0.216	113.7	0.304	2017_구자욱
18	이종욱	NC	0.308	107	355	318	52	98	15	0	5	128	34	2	2	2017	outfielder	28	0	5	30	5	0.403	0.371	0.774	27	0.25	0.214	20	106	86	1.23	4	0.93	3.94	0.094	48.1	0.268	2017_이종욱
19	이성열	한화	0.307	81	318	280	41	86	16	1	21	167	65	4	5	2017	outfielder	19	0	9	80	0	0.596	0.364	0.96	27	0.259	0.5	38	58	61	0.95	1	0.24	3.77	0.289	60.8	0.313	2017_이성열
20	초이스	넥센	0.307	46	201	176	37	54	8	1	17	115	42	0	1	2017	outfielder	17	0	7	49	5	0.653	0.388	1.041	16	0.277	0	26	28	46	0.61	0	0.35	3.96	0.347	40.6	0.338	2017_초이스
21	최진행	한화	0.306	89	289	258	29	79	21	0	13	139	50	1	1	2017	outfielder	19	0	10	77	3	0.539	0.375	0.914	21	0.351	0.5	34	47	56	0.84	5	0.25	3.88	0.233	48.1	0.304	2017_최진행
22	유한준	KT	0.306	133	497	445	52	136	19	0	13	194	68	2	3	2017	outfielder	45	2	2	59	10	0.436	0.37	0.806	39	0.362	0.125	32	120	133	0.9	1	0.76	3.97	0.13	68.8	0.276	2017_유한준
23	민병헌	두산	0.304	123	520	447	73	136	21	0	14	199	71	1	6	2017	outfielder	47	2	19	74	14	0.445	0.389	0.834	44	0.306	0	35	118	125	0.94	10	0.64	3.55	0.141	75.8	0.286	2017_민병헌
24	배영섭	삼성	0.303	92	244	218	39	66	11	1	6	97	26	3	1	2017	outfielder	19	1	3	44	5	0.445	0.365	0.81	14	0.283	0.286	18	50	59	0.85	2	0.43	4.19	0.142	33.8	0.276	2017_배영섭
25	나지완	KIA	0.301	137	551	459	85	138	20	3	27	245	94	0	7	2017	outfielder	62	0	23	105	10	0.534	0.405	0.939	37	0.294	0.222	50	91	132	0.69	6	0.59	3.93	0.233	98.3	0.316	2017_나지완
26	로하스	KT	0.301	83	367	336	52	101	27	3	18	188	56	0	3	2017	outfielder	23	0	5	81	6	0.56	0.351	0.911	29	0.294	0	48	81	76	1.07	4	0.28	4.08	0.259	59.9	0.298	2017_로하스
27	채상현	넥센	0.3	5	12	10	0	3	0	0	0	3	0	1	0	2017	outfielder	1	1	0	3	1	0.3	0.364	0.664	0	0	1	0	3	1	3	0	0.33	3.33	0	0.9	0.239	2017_채상현
28	한동민	SK	0.294	103	414	350	64	103	21	2	29	215	73	0	3	2017	outfielder	46	2	15	79	8	0.614	0.396	1.01	29	0.226	0.5	52	88	83	1.06	6	0.58	4.04	0.32	80	0.332	2017_한동민
29	임훈	LG	0.293	42	85	82	8	24	1	0	0	25	7	0	0	2017	outfielder	2	0	1	16	3	0.305	0.318	0.623	5	0.136	0.188	1	24	18	1.33	1	0.13	4.51	0.012	6.3	0.219	2017_임훈
30	김문호	롯데	0.292	131	448	390	49	114	17	1	2	139	35	7	1	2017	outfielder	37	4	13	73	5	0.356	0.372	0.728	29	0.258	0.278	20	121	83	1.46	2	0.51	3.82	0.064	53.5	0.256	2017_김문호
32	권희동	NC	0.286	141	554	472	72	135	20	2	19	216	86	7	7	2017	outfielder	51	1	17	90	12	0.458	0.371	0.829	41	0.333	0.2	41	120	134	0.9	9	0.57	4.11	0.172	80.8	0.281	2017_권희동
33	노수광	SK	0.285	131	425	382	72	109	18	3	6	151	39	4	5	2017	outfielder	25	2	9	84	3	0.395	0.34	0.735	30	0.239	0	27	119	75	1.59	6	0.3	3.84	0.11	52.8	0.252	2017_노수광
34	이천웅	LG	0.284	75	266	232	35	66	14	0	2	86	27	4	0	2017	outfielder	24	2	6	45	10	0.371	0.366	0.737	20	0.38	0.2	16	81	40	2.03	4	0.53	3.76	0.086	29.6	0.257	2017_이천웅
35	박해민	삼성	0.284	144	638	570	96	162	25	8	7	224	54	8	9	2017	outfielder	50	0	1	78	6	0.393	0.338	0.731	49	0.293	0	40	171	168	1.02	4	0.64	3.91	0.109	82.2	0.25	2017_박해민
36	정진호	두산	0.283	97	224	198	43	56	11	2	5	86	31	4	2	2017	outfielder	19	1	1	32	2	0.434	0.345	0.779	14	0.367	0.333	18	65	47	1.38	3	0.59	4.05	0.152	29.9	0.264	2017_정진호
